timestamp_sec,state,marker_found,marker_id,horizontal_error,distance_m,front_obstacle_m,linear_x,angular_z,stop_reason
1376.700,STOP,False,,,,,0.000000,0.000000,image_timeout
1376.700,STOP,False,,,,,0.000000,0.000000,image_timeout
1376.800,STOP,False,,,,,0.000000,0.000000,image_timeout
1376.900,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.000,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.100,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.200,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.300,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.400,STOP,False,,,,,0.000000,0.000000,image_timeout
1377.500,TRACK,True,0,-0.410156,1.457211,,0.000000,0.574219,none
1377.600,TRACK,True,0,-0.400781,1.419840,,0.000000,0.561094,none
1377.700,TRACK,True,0,-0.261719,1.460848,,0.000000,0.366406,none
1377.800,TRACK,True,0,-0.179688,1.501322,,0.000000,0.251562,none
1377.900,TRACK,True,0,-0.126562,1.484578,,0.000000,0.177187,none
1378.000,TRACK,True,0,-0.090625,1.487389,,0.160000,0.126875,none
1378.100,TRACK,True,0,-0.057031,1.482171,,0.160000,0.079844,none
1378.200,TRACK,True,0,-0.031250,1.461107,,0.160000,0.043750,none
1378.300,TRACK,True,0,-0.014063,1.460753,,0.160000,0.019688,none
1378.400,TRACK,True,0,-0.006250,1.442842,,0.160000,0.008750,none
1378.500,TRACK,True,0,-0.003906,1.407104,,0.160000,0.005469,none
1378.600,TRACK,True,0,-0.004687,1.422858,,0.160000,0.006562,none
1378.700,TRACK,True,0,-0.003125,1.397969,,0.160000,0.004375,none
1378.800,TRACK,True,0,-0.000781,1.362139,,0.160000,0.001094,none
1378.900,TRACK,True,0,-0.001563,1.347929,,0.160000,0.002187,none
1379.000,TRACK,True,0,0.000000,1.345592,,0.160000,-0.000000,none
1379.100,TRACK,True,0,0.000000,1.325590,,0.160000,-0.000000,none
1379.200,TRACK,True,0,0.000000,1.314601,,0.160000,-0.000000,none
1379.300,TRACK,True,0,0.000000,1.295007,,0.160000,-0.000000,none
1379.400,TRACK,True,0,0.000781,1.272775,,0.160000,-0.001094,none
1379.500,TRACK,True,0,0.000000,1.260665,,0.160000,-0.000000,none
1379.600,TRACK,True,0,0.000000,1.254373,,0.160000,-0.000000,none
1379.700,TRACK,True,0,0.000000,1.233413,,0.160000,-0.000000,none
1379.800,TRACK,True,0,0.000000,1.216213,,0.160000,-0.000000,none
1379.900,TRACK,True,0,0.000781,1.180972,,0.160000,-0.001094,none
1380.000,TRACK,False,,,,,0.160000,-0.001094,none
1380.100,TRACK,True,0,0.000000,1.154173,,0.160000,-0.000000,none
1380.200,TRACK,True,0,0.000000,1.137016,,0.160000,-0.000000,none
1380.300,TRACK,True,0,0.000000,1.137016,,0.160000,-0.000000,none
1380.400,TRACK,True,0,0.000000,1.105606,,0.160000,-0.000000,none
1380.500,TRACK,True,0,-0.001563,1.090492,,0.160000,0.002187,none
1380.600,TRACK,True,0,0.000000,1.088878,,0.160000,-0.000000,none
1380.700,TRACK,True,0,0.001563,1.074284,,0.160000,-0.002187,none
1380.800,TRACK,True,0,0.000000,1.034743,,0.160000,-0.000000,none
1380.900,TRACK,False,,,,,0.160000,0.001094,none
1381.000,TRACK,True,0,0.000000,1.013344,,0.160000,-0.000000,none
1381.100,TRACK,True,0,0.000000,0.995555,,0.160000,-0.000000,none
1381.200,TRACK,True,0,0.001563,0.978648,,0.160000,-0.002187,none
1381.300,TRACK,True,0,0.000000,0.960438,,0.160000,-0.000000,none
1381.400,TRACK,True,0,0.000000,0.948448,,0.160000,-0.000000,none
1381.500,TRACK,True,0,0.000000,0.926542,,0.160000,-0.000000,none
1381.600,TRACK,True,0,0.000781,0.911556,,0.160000,-0.001094,none
1381.700,TRACK,True,0,0.000000,0.899557,,0.160000,-0.000000,none
1381.800,TRACK,True,0,0.000781,0.886608,,0.160000,-0.001094,none
1381.900,TRACK,True,0,0.001563,0.870319,,0.160000,-0.002187,none
1382.000,TRACK,True,0,0.000781,0.856283,,0.160000,-0.001094,none
1382.100,TRACK,True,0,0.000000,0.839806,,0.160000,-0.000000,none
1382.200,TRACK,True,0,0.000000,0.817700,,0.160000,-0.000000,none
1382.300,TRACK,True,0,0.000000,0.804083,,0.158929,-0.000000,none
1382.400,TRACK,True,0,0.000000,0.785803,,0.152531,-0.000000,none
1382.500,TRACK,True,0,0.000000,0.770758,,0.147265,-0.000000,none
1382.600,TRACK,True,0,0.000781,0.745471,,0.138415,-0.001094,none
1382.700,TRACK,True,0,0.000781,0.735886,,0.135060,-0.001094,none
1382.800,TRACK,True,0,0.001563,0.724386,,0.131035,-0.002187,none
1382.900,TRACK,False,,,,,0.126778,-0.000000,none
1383.000,TRACK,True,0,0.000000,0.694640,,0.120624,-0.000000,none
1383.100,TRACK,True,0,0.000000,0.686294,,0.117703,-0.000000,none
1383.200,TRACK,True,0,0.000781,0.673295,,0.113153,-0.001094,none
1383.300,TRACK,True,0,0.000781,0.660950,,0.108833,-0.001094,none
1383.400,TRACK,True,0,0.000000,0.649775,,0.104921,-0.000000,none
1383.500,TRACK,True,0,0.000000,0.639452,,0.101308,-0.000000,none
1383.600,TRACK,True,0,0.000781,0.627910,,0.097269,-0.001094,none
1383.700,TRACK,True,0,0.000781,0.619405,,0.094292,-0.001094,none
1383.800,TRACK,True,0,0.000781,0.610885,,0.091310,-0.001094,none
1383.900,TRACK,True,0,0.000000,0.598659,,0.087031,-0.000000,none
1384.000,TRACK,True,0,0.000000,0.589923,,0.083973,-0.000000,none
1384.100,TRACK,True,0,0.000000,0.586485,,0.082770,-0.000000,none
1384.200,TRACK,True,0,0.000781,0.574532,,0.078586,-0.001094,none
1384.300,TRACK,False,,,,,0.077299,-0.001094,none
1384.400,TRACK,True,0,0.000000,0.559711,,0.073399,-0.000000,none
1384.500,TRACK,True,0,0.000000,0.552095,,0.070733,-0.000000,none
1384.600,TRACK,True,0,0.000781,0.544317,,0.068011,-0.001094,none
1384.700,TRACK,True,0,0.000781,0.536308,,0.065208,-0.001094,none
1384.800,TRACK,True,0,0.000000,0.531084,,0.063379,-0.000000,none
1384.900,TRACK,True,0,0.000000,0.521568,,0.060049,-0.000000,none
1385.000,TRACK,False,,,,,0.058814,-0.000000,none
1385.100,TRACK,True,0,0.000781,0.512717,,0.056951,-0.001094,none
1385.200,TRACK,True,0,0.000781,0.503003,,0.053551,-0.001094,none
1385.300,TRACK,True,0,0.000781,0.497629,,0.051670,-0.001094,none
1385.400,TRACK,True,0,0.000000,0.494290,,0.050501,-0.000000,none
1385.500,TRACK,True,0,0.000781,0.488562,,0.048497,-0.001094,none
1385.600,TRACK,True,0,0.000781,0.483874,,0.046856,-0.001094,none
1385.700,TRACK,True,0,0.000000,0.479516,,0.045331,-0.000000,none
1385.800,TRACK,True,0,0.000781,0.474900,,0.043715,-0.001094,none
1385.900,TRACK,True,0,0.000781,0.469017,,0.041656,-0.001094,none
1386.000,TRACK,True,0,0.000000,0.466472,,0.040765,-0.000000,none
1386.100,TRACK,True,0,0.000781,0.462576,,0.039402,-0.001094,none
1386.200,TRACK,True,0,0.001563,0.459010,,0.038154,-0.002187,none
